name,description,categories,Website,category,address,email,phone,zipcode,city,country
De Telegraaf Webshop,"De Telegraaf Webshop is onderdeel van Mediahuis E-commerce / Mediahuis Nederland. De Telegraaf Webshop is gericht op de lezers en gebruikers van De Telegraaf.  

De shop brengt dagelijks nieuwe koopjes die het leven leuker en makkelijker maken. Daarnaast presenteert het team in 2021 een aantal nieuwe shop in shops, gericht op de behoeftes van de klant waarbij inspiratie en advies een grote rol zullen spelen.",Promotieartikelenwinkel,https://webshop.telegraaf.nl,Zakelijke diensten,Basisweg 30 (geen retouradres),info@webshop.telegraaf.nl,088 - 824 85 80,1043 AP,Amsterdam,Nederland
Nl Jimdo,"Met Jimdo maak je zelf een professionele website, die er fantastisch uitziet op je computer, tablet en telefoon. Met Jimdo zijn al miljoenen webwinkels, portfolio's, blogs en bedrijfswebsites gemaakt. We hebben Jimdo zo opgezet dat je zonder voorkennis zelf aan de slag kunt. Lijkt dat je wat? Dan kun je meteen gratis beginnen!",Webdesigner,http://jimdo.nl,Zakelijke diensten,,support@jimdo.nl,,,,
DHL,,Koeriersbedrijf,http://www.dhl.nl,Zakelijke diensten,,,,,,Nederland
UPS,,Koeriersbedrijf,http://www.ups.com,Zakelijke diensten,Kokbjerg 10,,80302222,6000,Kolding,Nederland
Verzorgdbesparen,We willen allemaal lagere kosten en meer geld over houden voor leuke dingen. Dat begint door minder te gaan betalen voor onze maandelijkse lasten. En dat is precies wat Verzorgd Besparen doet.,Telemarketingservice,http://verzorgdbesparen.nl,Zakelijke diensten,Hoenderkamp 20,partners@verzorgdbesparen.nl,085 – 048 3164,7820 VZ,Emmen,Nederland
Online Payment Platform (Online Betaalplatform),Online Payment Platform is een betaaldienstverlener die voornamelijk wordt ingezet door platformen en marktplaatsen voor het verwerken van (online) betalingen.,Betalingsdienst,https://onlinepaymentplatform.com,Zakelijke diensten,Kanaalweg 1,,+31 (0)15 889 8888,2628 EB,Delft,Nederland
Max ICT B.V.,"Max ICT is in 2007 gestart als ICT totaalaanbieder voor de zakelijke markt & consument. Met een uitgebreid assortiment van ruim 3.000.000 producten en een professioneel accountmanagementteam dat voor je klaarstaat, biedt Max ICT via diverse webshops, waaronder maxict.nl, maxoffice.nl en maxsupplies.nl maximaal bestelgemak, zodat al je ICT behoeftes snel en efficiënt worden ingevuld. We werken samen met ruim 18000 fabrikanten, waaronder merken als HP, Dell, Lenovo, Intel, Samsung, Siemens, Toshiba en Microsoft. Max ICT is hierdoor in staat om altijd een passende oplossing aan te bieden die aansluit op jouw specifieke situatie met persoonlijke hulp en snelle levering!",Televisiewinkel,https://maxict.nl/,Zakelijke diensten,Castorstraat 17,webcare@maxict.nl,013-5774574,5047 RC,Tilburg,Nederland
Packs,Overnight en Innight aflevering van zendingen voor bedrijven en particulieren in de Benelux. Packs heeft 70 zelfstandige PacksPartners in de Benelux die vanuit hun PacksCenter van maandag t/m zaterdag zorgen voor de aflevering van zendingen.,Post- en pakketbezorging,http://www.packs.nl,Zakelijke diensten,Nijverheidstraat 2,reviews@packs.nl,088-80.40.800,4143HM,Leerdam,Nederland
PAYEER ,"Международные переводы
Прием платежей на сайте
Обмен фиатных валют/криптовалют на бирже
Автоматический обмен
Массовые переводы",Betalingsdienst,http://payeer.com,Zakelijke diensten,,,,,,Rusland
AfterPay,"Betalen doe je achteraf, nadat je de bestelling veilig ontvangen hebt. Dan weet je zeker of het product bevalt en betaal je alleen voor wat je wilt houden. Zo beschermen wij jou als consument, dat is wel zo prettig.

 Zodra de bestelling geleverd is, ontvang je een betaaloverzicht per e-mail. Deze kan je direct via de betaalknop of binnen 14 dagen voldoen. Dat is zorgeloos online winkelen zonder verplicht account.",E-commerceplatform,http://www.afterpay.nl,Zakelijke diensten,Hogehilweg 8,klantenservice@afterpay.nl,020 7 230 270,1101CC,Amsterdam,Nederland
MPF Europe,"Create an abstract artwork of your own pet. Choose from different varieties and colors and upload your own photo! Custom posters for our four-legged friends!
",Zakelijke diensten,http://mypetframe.eu,Zakelijke diensten,Marketing 32A,info@mypetframe.eu,,6921RE,Duiven,Nederland
YoungCapital,"Ben je op zoek naar werk? YoungCapital biedt vacatures voor studenten, starters en young professionals in heel Nederland. Bekijk ons ruime aanbod aan bijbaantjes, parttime banen, fulltime (starters)banen, traineeships, vakantiewerk, maar ook stage vacatures.",Wervings- en selectiebureau,http://www.youngcapital.nl,Zakelijke diensten,Siriusdreef 12,info@youngcapital.nl,020 - 653 1544,2132 WT,Hoofddorp,Nederland
Mollie,"Mollie is a pioneer in the payment industry. With our simple and clear payments-API, Mollie facilitates companies of all sizes to scale and grow by using different payment methods. Mollie currently has 120K customers in Europe and is growing. 

If you have a Mollie account with us, you can contact us via our dedicated merchant portal or consult our Help Center. Please note that, as a payment service provider, we are solely responsible for processing the payments. If you are a consumer and have questions about your payment, please consult our dedicated portal.

",Betalingsdienst,https://www.mollie.com,Zakelijke diensten,Keizersgracht 126,info+trustpilot@mollie.com,+31 20 8 20 20 70,1015 CW,Amsterdam,Nederland
Piggy,"Piggy is the leading loyalty platform in the Netherlands. With more than 5000 businesses and two million members, piggy revolutionizes traditional loyalty concepts and works with each business to design a customized, unique rewards suite their customers actually want. Piggy unlocks new opportunities for customer engagement and digital advocacy. Piggy is headquartered in Maarssen. For more information, visit our website.",E-commerceplatform,http://piggy.nl,Zakelijke diensten,Bisonspoor 3002-B901,info@piggy.nl,+31857737177,3605LT,Maarssen,Nederland
Bizay,"Global e-commerce one-stop shop - Marketing products and services. 
YOUR BUSINESS YOUR WAY",Zakelijke diensten,http://bizay.nl,Zakelijke diensten,,,,,,Nederland
Klarna Nederland,"<p style=""clear:both"">

Hello. Welcome to Klarna. We are here to make shopping a smoooth experience. Let us know what you think! 

</p>



<p style=""clear:both"">

Reach out to us if there's anything we can do for you.

</p></br>https://www.klarna.com/nl/klantenservice </p>",E-commerceplatform,http://www.klarna.com/nl,Zakelijke diensten,,,,,,Nederland
DPD Pakketservice,"Als toonaangevende dienstverlener levert DPD dag in, dag uit standaard- en expresspakketten. Dit doen we namens duizenden tevreden klanten. Wij zijn deskundig op onze eigen nationale markt. En wij maken deel uit van de internationale DPDgroup.

Communicatie heeft de volle aandacht bij DPD. Of het nu gaat om communicatie met onze klanten, met potentiële medewerkers of met journalisten. Als onderneming zijn wij ons ook bewust van onze sociale verantwoordelijkheden naar medewerkers en milieu.",Koeriersbedrijf,http://www.dpd.nl,Zakelijke diensten,Westfields 1410,marketing@dpd.nl,,5688 HA,Oirschot,Nederland
OpinieLand,Geef je mening over producten en diensten die je dagelijks gebruikt in onze online enquêtes.  ,Zakelijke diensten,http://www.opinieland.nl,Zakelijke diensten,,,,,,Nederland
Mijnwebwinkel,"Met Mijnwebwinkel maak je gemakkelijk je eigen webshop. Alle functies die je nodig hebt, altijd gratis. 

Wij geloven dat een webwinkel voor iedereen bereikbaar moet zijn. Sinds onze oprichting in 2005 hebben we dan ook maar één doel: iedereen voorzien van een eigen, succesvolle webwinkel.",E-commerceplatform,http://www.mijnwebwinkel.nl/,Zakelijke diensten,Molenstraat 56,info@mijnwebwinkel.nl,+31 (0)412 66 80 11,5341 GE,Oss,Nederland
Bankhoesdiscounter,BankhoesDiscounter is een toonaangevend bankhoezen specialist. Door onze focus op één product bieden we de klant een verrassend en eigentijds assortiment aan voor de allerbeste prijs.,Zakelijke diensten,http://bankhoesdiscounter.nl,Zakelijke diensten,,,,,,Nederland
Reviva,"Flexibele pakketbezorging, met het betrouwbare bezorgnetwerk van Reviva! Laat je klanten zelf kiezen waar en wanneer ze hun pakket geleverd willen hebben. Voor verzekerd vervoer van zendingen, waar jij en je klant veel waarde aan hechten, kies je voor ...",Koeriersbedrijf,https://reviva.nl,Zakelijke diensten,de Tweeling 18,info@reviva.nl,,5215MC,'s Hertogenbosch,Nederland
Cross Lighter,"Wie zijn wij?
CrossLighter is opgericht door Berend Simons, een jonge ondernemer met veel passie en ambitie. Simons is al van jongs af aan gefascineerd door aanstekers. ‘’Spelen met aanstekers heb ik altijd leuk gevonden, maar aanstekers zijn natuurlijk ook praktisch. Zonder vuur bestaat er immers geen leven’’ Soms lukt het niet om iets aan te steken door de weersomstandigheden. Het regent of het waait heel hard. Elektrische aanstekers zijn dan de perfecte oplossing. Daarnaast gaan gasaanstekers snel leeg, je moet dus telkens een nieuwe aansteker kopen. Op den duur kost dat aardig veel geld. Met de elektrische aansteker is dit probleem verholpen, de aansteker hoeft slechts eenmalig aangeschaft te worden. Als de aansteker leeg is, kun je hem gewoon opladen aan het lichtnet.

Momenteel probeert Simons ook terrein te winnen op de markt in het buitenland. ‘’Er is veel vraag naar elektrische aanstekers, ik ben veel bezig met innovatie zodat de klant altijd de beste kwaliteit krijgt.”

Veiligheid staat hoog in het vaandel
De elektrische aanstekers van CrossLighter zijn niet alleen praktisch, maar ook nog eens veilig. De elektrische aansteker produceert namelijk geen vlam, maar een plasmastraal. Deze straal ondervindt weinig invloed van de weersomstandigheden waardoor de plasmastraal makkelijk te controleren is.

Elk jaar gebeuren er veel ongelukken doordat mensen onverantwoord met vuurwerk omgaan, ze gebruiken bijvoorbeeld gasaanstekers. De vlamloze aanstekers van CrossLigher zijn ideaal voor het afsteken van vuurwerk. Dankzij de plasmastraal kun je veilig en verantwoord vuurwerk afsteken.

Diversiteit
De elektrische aanstekers zijn voor verschillende doeleinden bruikbaar. De plasma-aanstekers krijgen veel positieve recensies van rokers. De aanstekers zijn verkrijgbaar in veel verschillende kleuren en maten, ieder persoon kan aan zijn trekken komen. Daarnaast zijn de aanstekers ook geschikt voor huishoudelijk gebruik, bijvoorbeeld om kaarsen of de barbecue aan te steken. De aanstekers zijn multifunctioneel, ze zijn namelijk ook erg handig bij outdoor gebruik. Ideaal voor sporters, een dagje survivallen of outdoor activiteiten.",Elektrische apparatuur groothandel,http://crosslighter.com,Zakelijke diensten,Ondernemingsweg 3a,info@crosslighter.com,,2404HM,Alphen aan den Rijn,Nederland
Cadeaubon.nl,"Een geschikte cadeaubon voor iedereen en elk moment. Kies uit meer dan 150 cadeaubonnen! 
Ook voor digitale cadeaubonnen ben je bij Cadeaubon.nl aan het juiste adres.
Laat je verrassen door ons uitgebreide en veelzijdige aanbod! 
<br> 
<br>
☑ Keuze Cadeaukaarten <br> 
☑ Eten & Drinken <br> 
☑ Wellness & Beauty<br> 
☑ Wonen & Tuin<br> 
☑ Mode & Accessoires<br> 
☑ Muziek, Apps & Games<br> 
☑ Sportief<br> 
☑ Lezen & Ontspannen<br> 
☑ Wonen & Tuin<br> 
☑  (Online) shoppen <br> 
☑ Overnachten & Belevenissen<br> 
☑ Baby's & Kinderen<br> 
☑ Cultuur, Films & Uitjes<br> 
☑ Goede Doelen<br> 
<br> 
Voor 17:00 uur besteld = dezelfde dag verstuurd. Bestel nu online!",Cadeauwinkel,http://cadeaubon.nl,Zakelijke diensten,,info@cadeaubon.nl,,,,Nederland
Groupdeal,"Groupdeal biedt dagelijks producten en diensten aan tegen een aantrekkelijke prijs met kortingen die oplopen tot wel 90%.

Groupdeal is begin 2010 gelanceerd en heeft sindsdien duizenden producten en diensten aangeboden uiteenlopend van mode, sieraden, elektronica, beauty & wellness, cursussen, evenementen en weekendjes weg.

Alle aanbiedingen zijn slechts tijdelijk en op=op, dus zorg dat je geen aanbieding mist.",Promotieartikelenwinkel,https://groupdeal.nl/,Zakelijke diensten,Basisweg 30 (geen retouradres!),info@groupdeal.nl,088 - 824 75 40,1043 AP,Amsterdam,Nederland
Between Staffing,"Wij zoeken, vinden en contracteren ICT-professionals voor interim opdrachten. Vanuit de kracht van personal staffing zetten wij ons in om de juiste kandidaat met de juiste opdrachtgever te verbinden. Dit doen wij sinds 2000. Tot onze opdrachtgevers behoort een groot deel van de centrale overheid, banken, verzekeraars, provincies, universiteiten, multinationals en system integrators. Wij streven naar het maken van de juiste match tussen opdrachtgever en professional. De juiste persoon, op het juiste moment, op de juiste plek!",Wervings- en selectiebureau,http://between.com,Zakelijke diensten,Kuiperbergweg 50,info@between.com,+31(0)20 – 584 0857,1101 AG,Amsterdam,Nederland
Offerte.nl,Boekhouder nodig? Op zoek naar een betrouwbare koffieleverancier? Kom via Offerte.nl in contact met betrouwbare dienstverleners in verschillende branches. Een aanvraag indienen duurt slechts twee minuten!,Intermediair,https://offerte.nl,Zakelijke diensten,Westeinde 12,info@offerte.nl,088 - 771 23 45,1017ZN,Amsterdam,Nederland
STRATO Nederland,"<p>Heb je een concreet probleem waarbij je onze hulp nodig hebt?</p> 

<p><b>Neem dan contact met ons op! Dit kan op <a href=""https://www.facebook.com/STRATOhelpt/"" rel=""nofollow"">Facebook</a>, <a href=""https://twitter.com/STRATO_helpt"" rel=""nofollow"">Twitter</a>, via de pagina <a href=""https://www.strato.nl/faq/"" rel=""nofollow"">hulp & contact</a> of telefonisch via 020 - 703 82 32.</b></p> 

<p>Het team van <i>STRATO helpt</i> staat voor je klaar!</p> 

<p>STRATO is de betrouwbare webhoster voor iedereen die online succesvol wil zijn. Bij STRATO is webhosting fair en eenvoudig – zonder gedoe en tegen de beste prijs.<p>

<p>Het productportfolio biedt alles wat je nodig hebt. Domeinnaam, e-mail, website en server, maar ook online marketingtools en de populaire cloud storage HiDrive. Bij STRATO vind je totaalpakketten met flexibele looptijden, een 30 dagen geld-terug-garantie en een bekroonde klantenservice.<p>

<p>STRATO is sinds zijn oprichting in 1997 uitgegroeid tot een van de grootste hostingaanbieders ter wereld en beheert ruim 4 miljoen domeinnamen voor meer dan 2 miljoen klanten. STRATO heeft circa 500 medewerkers en twee ISO-gecertificeerde datacenters in Berlijn en Karlsruhe, met meer dan 70.000 servers. STRATO AG is onderdeel van de United Internet-groep.<p>",Webhostingbedrijf,https://www.strato.nl/,Zakelijke diensten,Strawinskylaan 3051,trustpilot@strato.nl,020-7038232,1077 ZX,Amsterdam,Nederland
National Pen,"National Pen are the worldwide leaders in personalised promotional products. We provide high value promotional products for businesses and professionals in every industry at low factory direct pricing and low order quantities.

We provide branded trade show giveaways and corporate gifts such as personalised pens, key chains, note pads, magnets, calendars, mugs, shopping bags and more. 

National Pen has been in business for over 50 years and our European operation services over 26 countries.",Promotieartikelen leverancier,https://www.pens.com/uk/,Zakelijke diensten,UK Admail 95,Trustpilot_IR@pens.com,08001456011,Manchester M60 9FJ,Manchester,Verenigde Staten
Versio,Versio biedt voordelige domeinnaamregistratie en hostingpakketten. Wij staan voor uitstekende support en goede kwaliteit. ,Webhostingbedrijf,http://versio.nl,Zakelijke diensten,Ceintuurbaan 26a,support@versio.nl,n.v.t. ,8024 AA,Zwolle,Nederland
AMP Groep,We lezen elke werkdag alle reacties.,Koeriersbedrijf,http://www.ampgroep.nl,Zakelijke diensten,Pakketboot 57,info@ampgroep.nl,0900 267 56 44,3991CH,Houten,Nederland
Outspot,"<p>Outspot is Europa&rsquo;s grootste aanbiedingen platform met <strong>meer dan 100.000 dagelijkse bezoekers</strong>. Dankzij wereldwijde partners is Outspot in staat om haar klanten iedere dag te voorzien van een gevarieerd aanbod topaanbiedingen tegen uitzonderlijke prijzen.</p>
<p>Het team van experts selecteert zorgvuldig producten op kwaliteit en prijs en volgt de nieuwste trends. Het aanbod strekt zich uit van tuinartikelen, dekbedden, elektrische apparatuur tot wereldwijde exclusieve all-in vakanties in ieder seizoen.</p>
<p>Elke deal loopt <strong>maximaal zeven dagen en tot zolang de voorraad strekt</strong>, dus wees er tijdig bij. Koop tegen maximale kortingen en geniet van de vele voordelen:</p>
<ul>
    <li><strong>Gratis levering</strong></li>
    <li><strong>30 dagen bedenktijd</strong></li>
    <li><strong>Gratis retour</strong></li>
</ul>
<p>Word lid van de Outspot community. Volg ons op Facebook <strong>(meer dan 60.000 fans).</strong></p>",Promotieartikelenwinkel,http://www.outspot.nl/?src=trustpilot-NLNL,Zakelijke diensten,Dorp 16,info@outspot.nl,085 888 06 26,9830,Sint-Martens-Latem,België
CCV Group,"CCV offers a range of in store payment solutions, powerful online solutions and self service payment terminals throughout Europe.",Zakelijke diensten,http://ccv.nl,Zakelijke diensten,,service@nl.ccv.eu,088 228 9849,,,Nederland
OVVIS,OVVIS biedt een ruim assortiment die bestaat uit producten met een eerlijke prijs. Achter OVVIS staat een jong en ambitieuze organisatie die al geruime tijd actief is in de branche. Door deze jarenlange ervaring kunnen wij een uitstekende service bieden. Het assortiment wordt voortdurend vernieuwd en uitgebreid.,Kantoormeubilair winkel,http://ovvis.nl,Zakelijke diensten,Kuppersweg 59,support@ovvis.nl,+31858085223,2031EB,Haarlem,Nederland
Woosa B.V.,WooCommerce plugin laten maken? Woosa ondersteunt jou bij het laten maken van een schaalbare WooCommerce plugin. Lage investering & onbeperkt support!,E-commerceservice,http://woosa.com,Zakelijke diensten,Zilverparkkade 72,support@woosa.com,0320 - 337777,8232WK,Lelystad,Nederland
Premiumxl24,"Premiumxl is een internationale handelsonderneming die u een breed assortiment biedt tegen de beste prijzen.

Geen orderbevestiging of antwoord ontvangen? Gaarne check ook je spam. Stuur ons een e-mail voor een snel reactie op ons e-mailadres. Reactie binnen 2 werkdagen. Open: tussen 09.00 uur en 17.00 uur. Gesloten op feestdagen en op weekend.

Neem gewoon contact met ons op: info@premiumxl24.nl",Decoratie- en interieurwinkel,http://premiumxl24.nl,Zakelijke diensten,,info@premiumxl24.nl,+31 (10) 340 0855,,,Nederland
Incasso Center,,Zakelijke diensten,http://www.incassocenter.nl,Zakelijke diensten,,,,,,Nederland
Visma eAccounting,"Visma eAccounting is gemaakt voor ondernemers die de administratie snel en goed willen regelen. Zelf of door online samen te werken met een accountant of administratiekantoor.

Als ondernemer online boekhouden en onbeperkt factureren voor 18,- per maand. Overal toegang en inzicht, ook met de gratis app voor iPhone en Android.",Accounting software bedrijf,http://nl.visma.com/eaccounting,Zakelijke diensten,H.J.E. Wenckebachweg 200,vragen@visma.com,020-2626926,1096 AS,Amsterdam,Nederland
Viking Nederland,"Sinds 1994 leveren wij onmisbare kantoorbenodigdheden aan grote en kleine bedrijven door heel Nederland. Viking levert alles van bureau-accessoires en papier tot kantoormeubilair en technologieproducten als USB-sticks, printers, beeldschermen en papiervernietigers. Maar ook kunt u bij ons terecht voor facility-, veiligheids- en warehouseproducten.",Kantoorbenodigdheden winkel,http://www.vikingdirect.nl,Zakelijke diensten,Columbusweg 33,contact@vikingdirect.nl,077-3238900,5928 LA,Venlo,Nederland
Dynalogic,"Als full service bezorgspecialist en verlengstuk van succesvolle bedrijven vergroot Dynalogic de waarde van het bestelde product. Dynalogic bezorgt, verzorgt en ontzorgt door waardeproducten op het door de klant gewenste moment en locatie te bezorgen.

Dynalogic is meer dan een bezorgdienst. Vanaf het moment dat een bestelling bij ons binnenkomt, staat u als klant bij ons op het netvlies. We houden u op de hoogte zodat u precies weet wanneer u uw bestelling kunt verwachten. Onze bezorgspecialisten zijn ervaren in het vervoeren van kostbare en kwetsbare producten. Ze zijn 100% met zorg voor u onderweg. Wij voelen ons medeverantwoordelijk en zien het als onze bijdrage aan de door u beloofde service, kwaliteit en beleving van het product.
 
Wij noemen dit more than delivery: bezorging afgestemd op de wensen van uw klant. Daar wordt iederéén blij van!
",Koeriersbedrijf,https://www.dynalogic.nl,Zakelijke diensten,Rosmolenlaan 7,wecare@dynalogic.eu,,3447 GL,Woerden,Nederland
GLS Netherlands,                                                        ,Koeriersbedrijf,http://www.gls-netherlands.com,Zakelijke diensten,,,,,,Nederland
Voerautomaat.com,"Ben je op zoek naar een automatische voerautomaat voor jouw kat of hond? Bij Voerautomaat.com vind je breed assortiment aan automatische voerbakken, slimme voerautomaten en drinkfonteinen speciaal voor honden en katten. Voerautomaat.com is de eerste voerautomaat winkel in Nederland en België en sinds de oprichting hebben we al vele viervoeters blij gemaakt.
",Dierenwinkel,http://voerautomaat.com,Zakelijke diensten,,klantenservice@voerautomaat.com,085 - 3038926,3551SC,Utrecht,Nederland
