name,description,categories,Website,category,address,email,phone,zipcode,city,country
Drogisterij Van der Pigge,U zoekt het beste advies op voeding(supplementen) en lifestyle gebied? Dan bent u bij ons aan het juiste adres. Onze specialisten adviseren u graag.,Vitamine- en supplementenwinkel,http://vanderpigge.nl,Beauty en welzijn,address,info@vanderpigge.nl,023-5312454,2011 GA,Haarlem,Nederland
Huurverhuislift.nl,"Huurverhuislift.nl het bedrijf dat zich specialiseert met de verhuur van bemande verhuisliften.
Op al onze verhuisliften zit een ervaren en meewerkend verhuizer.
Wij zijn absoluut de nummer 1 met volledige assistentie van de werkzaamheden.

Wij zijn er voor bedrijven en particulieren. ",Rederij,http://www.Huurverhuislift.nl,Zakelijke diensten,address,info@huurverhuislift.nl,088-6185300,1046 AB,Amsterdam,Nederland
Pit&Pit,"Onze droom is dat jij kan genieten van krachtige en smaakvolle voeding.
Gezond genieten is ons motto! Wij willen dat je steeds alle producten vindt die jij nodig hebt. Unieke kruiden, heerlijke smaken, boordevol werkzame stoffen... Voor elk wat wils! Ons doel is dat iedereen kan genieten van het leven, zowel door heerlijk smakende voeding en kruiden als door gezonde producten.",Fitness- en voedingsservice,http://www.pit-pit.com,Beauty en welzijn,address,help@pit-pit.com,,,Hoogstraten,België
YaoSkin,"Feel good about yourself and your skin with safe, effective and nutritious skincare. Feel free to ask us for any advice.",Cosmetica winkel,http://yaoskin.com,Beauty en welzijn,address,info@yaoskin.com,,,Rotterdam,Nederland
SeriousWatches,"We love watches! Based in the Netherlands. Serving the world.

Authorised dealer of: BOLDR, Edox, Junghans, Nethuns, NTH, OceanX, Orient, Raymond Weil, Spinnaker, Zelos and more.",Beauty en welzijn,https://www.seriouswatches.com,Beauty en welzijn,address,info@SeriousWatches.eu,+31(0)512-843797,,,Nederland
Jachttuigerij.nl,"Dé webshop voor zeilers. Ben je op zoek naar tuigage artikelen? Bekijk ons uitgebreide aanbod dekbeslag, touwwerk, verstaging, mastbeslag en nog veel meer. Een uitgebreid aanbod voor de watersportliefhebber. We bestaan sinds 1904. We helpen je graag met het vinden van de juiste producten geschikt voor jouw toepassing. ",Zeilwinkel,http://jachttuigerij.nl,Winkelen en mode,address,info@jachttuigerij.nl,0514681210,8715EP,Stavoren,Nederland
Hippe Kippe,"Hippe Kippe biedt het meest hippe aanbod dameskleding en lifestyle accessoires. Dagelijks nieuwe items, alle maten en supersnelle verzending!",Damesmodewinkel,http://www.hippekippe.nl,Winkelen en mode,address,service@hippekippe.nl,0315 - 20 00 40,7061 CL,Terborg,Nederland
Rico Moda,"<p>Rico Moda is de exclusieve multi-brand store voor mannen. Je shopt hier kleding, schoenen en accessoires van meer dan 30 designer merken. Ontdek bij Rico Moda merken als Stone Island, Dsquared2, C.P. Company, Daily Paper en Parajumpers. Op onze gebruiksvriendelijke webshop, die is verkozen tot Beste Website van het Jaar 2020, vind je inspiratie voor een nieuwe designer outfit. Of laat je persoonlijk stijlen door onze stijladviseurs in de Rico Moda store in Goes.</p>
<p>De unieke mix van designer merken bij Rico Moda valt goed in de smaak bij onze klanten. De energieke jeugd scoort graag items van Daily Paper, Dsquared2 en Arte Antwerp. Van streetwear items met oversized fittingen tot skinny destroyed jeans. De modebewuste mannen laten hun oog vallen op kwalitatief sterke jeans van het designer merk Jacob Coh&euml;n. Zij stijlen dit casual met de overhemden van Emporio Armani en Xacus.</p>
<p>In de Rico Moda webshop vind je altijd de nieuwste collecties van onze designer merken. Word lid van de Rico Club, spaar voor RiCoins, personaliseer de webshop en log veilig in met jouw Face-ID. Een unieke functie in onze webshop! Daarnaast betaal je gemakkelijk met Apple Pay en zijn we aangesloten bij het Thuiswinkel Waarborg voor jouw online veiligheid.</p>
<p>Ontdek ook de Rico Moda store in het Zeeuwse Goes. Ervaar hier de persoonlijke aandacht, uitstekende service en modieuze expertise bij het vinden van jouw nieuwe designer outfit. Word warm ontvangen door onze stijladviseurs, krijg eerlijk advies en laat je verrassen door onze verticale tuin met echte planten.</p>",Herenmode,http://www.ricomoda.com,Winkelen en mode,address,klantenservice@ricomoda.com,0113 219 222,4461JR,Goes,Nederland
RAMINKICKS,,Schoenenwinkel,http://raminkicks.com,Winkelen en mode,address,,,,,Nederland
May Mays,Dé webshop voor de allerleukste baby en kind producten!,Babywinkel,http://www.maymays.nl,Winkelen en mode,address,info@maymays.nl,0850043260,,,Nederland
Duifhuizen tassen & koffers,"Duifhuizen heeft altijd jouw perfecte tas of koffer in huis. In onze winkels én in de webshop vind je een uitgebreide, steeds wisselende collectie: van handige trolleys, koffers en zakentassen tot de leukste modeartikelen en tassen. 

Je kunt ervan op aan dat Duifhuizen op de hoogte is van de laatste trends. Een uitgebreide collectie, scherpe aanbiedingen én een goede service; dat blijft je bij!",Koffer- en tassenwinkel,http://www.duifhuizen.nl,Winkelen en mode,address,klantenservice@duifhuizen.nl,0186 - 643 656,3261 LV,Oud-Beijerland,Nederland
TopVintage,"TopVintage is Europe's leading online retro boutique. This webshop has the greatest variety in exclusive vintage inspired fashion! The web boutique offers retro pencil and swing dresses, skirts, tops, shoes and accessories, all inspired on the 1920’s – 1970’s. Awarded best Shopping Website of the year NL 2015, 2016 and 2017.",Damesmodewinkel,http://www.topvintage.net,Winkelen en mode,address,info@topvintage.nl,0031 45 750 720 8,6466 NG,Kerkrade,Nederland
Snag,,Ondergoedwinkel,http://snagtights.eu,Winkelen en mode,address,hello@snagtights.com,,,,Verenigd Koninkrijk
Drippy,"International brand DRIPPY is created in Amsterdam, but inspired by multiple cultures.
With our motto, Dare to Drip , we aspire you to show the world your inner shine. 
We exist to express that inner shine through high quality handcrafted jewelry.

DRIPPY. – Dare to Drip.",Sieradenwinkel,http://drippy.amsterdam,Winkelen en mode,address,info@drippy.amsterdam,,1016EZ,Amsterdam,Nederland
thegreenlabels,Discover and shop online green labels that do not compromise style over ethics. We ship worldwide!,Damesmodewinkel,http://thegreenlabels.com,Winkelen en mode,address,welcome@thegreenlabels.com,,1017VB,Amsterdam,Nederland
The Wildflower Club,The Wildflower Club verkoopt de meest on-trend sieraden en accessoires. ,Sieradenwinkel,http://thewildflowerclub.nl,Winkelen en mode,address,info@thewildflowerclub.nl,0645165315,1736KH,Zijdewind,Nederland
spicyscarves.nl,"Spicy Scarves staat voor producten met een pittige bite. Begonnen met het produceren van handgemaakte, multifunctionele sjaals van luxe stoffen verkopen we inmiddels diverse fashion items en accessoires, waarbij ook de aandacht voor mens en milieu centraal staat.",Damesmodewinkel,http://spicyscarves.nl,Winkelen en mode,address,info@spicyscarves.nl,+31622292040,1097 HP,Amsterdam,Nederland
Speedtaq,Everything for your game,Sportkledingwinkel,http://speedtaq.com,Winkelen en mode,address,info@speedtaq.com,085-1304867,5759 PB,Helenaveen,Nederland
Henxs,"Henxs. De nummer één plek voor Graffiti, ( Street) -Art Materialen. Spuitbussen van het beste merk, veel verschillende markers ",Kunstenaarsmaterialen winkel,https://henxs.com,Winkelen en mode,address,info@henxs.com,+31 6 11 17 4343,1011 HB,Amsterdam,Nederland
cityshoes.nl,"CityShoes.nl by Brossois. Daar vind je vele bekende en onbekende merken.
Koop bij een echte lokale schoenwinkel gerund door een enthousiast team.
Een unieke schoenenwinkel in het centrum van Haarlem.
Sinds 1989 gevestigd aan de Grote Houtstraat 134.
Met onze persoonlijke aandacht en enthousiasme proberen wij anders te zijn dan de gemiddelde winkel. Tussen alle filiaalbedrijven zijn wij dan ook een welkome afwisseling in het straatbeeld. 
Alle schoenen in de collectie worden gekocht door beurzen te bezoeken in binnen- en buitenland. Hierbij maken wij een optimale mix tussen een aantal bekende merken en artikelen die door ons worden geselecteerd.
CityShoes.nl by Brossois heeft jonge, elegante en eigentijdse collecties waarbij wij ons onderscheiden ten opzichte van de filiaalbedrijven.
Check www.cityshoes.nl voor meer info.
Wij zijn bij veel van onze klanten al jaren ook bekend onder de naam Brossois CITY.
CityShoes.nl by Brossois in Haarlem is 7 dagen per week geopend.
Wij zijn ook te vinden op Facebook en Instagram.
",Schoenenwinkel,http://cityshoes.nl,Winkelen en mode,address,info@cityshoes.nl,0235340918,2011SV,Haarlem,Nederland
The Little Green Bag,"<a href=""https://www.thelittlegreenbag.nl/"">The Little Green Bag</a> is het shop adres voor al je trendy tassen, sieraden en accessoires van topmerken. Hier vind je de volledige collectie tassen van <a href=""http://www.thelittlegreenbag.nl/cowboysbag/"">Cowboysbag</a> en de stijlvolle <a href=""http://www.thelittlegreenbag.nl/dames/tassen/"">tassen</a> van <a href=""https://www.thelittlegreenbag.nl/dames/tassen/furla/"">Furla</a>. Maar ook de tijdloze kwaliteitstassen van <a href=""https://www.thelittlegreenbag.nl/dames/tassen/fred-de-la-bretoniere/"">Fred de la Bretonière</a> de trendy modetassen van <a href=""https://www.thelittlegreenbag.nl/dames/tassen/myomy/"">MYOMY</a>. Bij The Little Green Bag vind je altijd een tas om verliefd op te worden. Alle tassen en accessoires worden liefdevol verpakt en snel bij je bezorgd.


<a href=""https://www.thelittlegreenbag.com/"">The Little Green Bag</a> is your online shopping place when you're looking for trendy bags, jewellery and accessories created by the best brands. We present you the complete <a href=""http://www.thelittlegreenbag.com/cowboysbag/"">Cowboysbag collection</a> and the stylish<a href=""http://www.thelittlegreenbag.com/women/bags/"">bags</a> by<a href=""http://www.thelittlegreenbag.com/women/bags/furla/"">Furla</a>. We also offer the timeles quality bags by <a href=""http://www.thelittlegreenbag.com/women/bags/fred-de-la-bretoniere/"">Fred de la Bretonière</a> and the stylish and fashionable bags by <a href=""http://www.thelittlegreenbag.com/women/bags/michael-kors/"">Michael Kors</a>. At The Little Green Bag you always find your new best bag. Every bag and all accessories are signed, sealed and delivered with love and we will send it to you the same day",Koffer- en tassenwinkel,https://www.thelittlegreenbag.nl,Winkelen en mode,address,service@thelittlegreenbag.nl,0104354103,3115 JD,Schiedam,Nederland
Oqium,"Founded by sneaker collectors, Oqium wanted to give the community something different that would give them a new vision by infusing the world of basketball into the sneakergame.",Streetwearwinkel,https://oqium.com,Winkelen en mode,address,customerservice@oqium.com,020 722 07 01,1507CB,Zaandam,Nederland
Circle of Trust,"Circle of Trust was founded in 2005 with one main focus: creating unique denim for male, female and kids wearable for everyone. Our mission is to let you fall in love with our clothing and make you feel good while wearing it. Circle of Trust’s apparel is best described as sexy, tough and fashionable. 
Circle of Trust’s fashion items are known for their style, perfect fit and great details for an affordable price. When we’re creating a new product, we start with a classic denim in mind and apply the most inspiring ideas from all over the world. Our designers get inspired by many different influences.
They go above and beyond to create the best and most unique apparel for men, women and children.
Whether it's a pair of jeans, a t-shirt, sweater or jacket. Circle of Trust aims to create great items for each and every one of you.",Damesmodewinkel,https://www.circleoftrust.nl,Winkelen en mode,address,info@circleoftrust.nl,,1187D,Amstelveen,Nederland
Teym,"Teym is on a mission to build the impeccable wardrobe. One item at a time, we’re creating the pieces we’ve spent years searching for. Developed in our Amsterdam atelier and made in Europe, Teym’s products guarantee outstanding design, expert quality and honest production. On top of that; our efficient way of working reduces the conventional retail price by half without any compromise.

Teym’s design studio and showroom are situated in the east of Amsterdam at Iepenplein 17-SOUS.",Damesmodewinkel,http://www.teym.eu,Winkelen en mode,address,customercare@teym.eu,,1091JN,Amsterdam,Nederland
Fraenck,"Elegante tassen, pakkend verhaal.

Lichtgewicht, maar oersterk. Waterafstotend en makkelijk schoon te houden. In allerlei formaten en vormen – er zit iets tussen voor iedereen en elke gelegenheid.

Wij werken met upcycled materiaal. En daar zijn we best trots op. Wij geloven namelijk in de grenzeloze mogelijkheden van bedrijfsrestanten en maken er een stoere tassencollectie van.

Bij Fraenck zien we werken met restanten niet als een verspilling van tijd, maar als een verantwoordelijkheid. Het prikkelt onze creativiteit en daagt ons elke dag opnieuw uit.",Tassenwinkel,http://fraenck.com,Winkelen en mode,address,contact@fraenck.com,0268440451,6811 DW,Arnhem,Nederland
Sock My Feet ®,"Bij Sock My Feet vind je een verscheidenheid aan sokken voor mannen en vrouwen met hoogwaardige geprinte designs. Gemaakt van superzacht katoen. Er is een paar perfect bedrukte sokken voor elke gelegenheid en levensstijl. Maar je moet wel durven, want deze sokken zijn allesbehalve saai! Shop Nu!",Winkel in modeaccessoires,http://sockmyfeet.com,Winkelen en mode,address,info@sockmyfeet.com,,,,Nederland
Moederenik,"Bij Moederenik.nl kun je terecht voor de leukste moeder en dochter setjes, handgemaakte accessoires, (kraam)cadeaus en meer. ",Kinderkleding,http://moederenik.nl,Winkelen en mode,address,info@moederenik.nl,,,,Nederland
Van der Kam Mode,"Van der Kam mode Heerenveen & Leeuwarden. Ons assortiment bestaat uit de betere merken in het midden en hogere segment. Neem een kijkje achter de schermen van ons mooie kleermakersvak. Collecties, adviezen, belevenissen waarin goede smaak en stijl centraal staan. ",Herenmode,http://vanderkam.nl,Winkelen en mode,address,shop@vanderkam.nl,0513623242,8441 GJ,Heerenveen,Nederland
Getkicks - Online Sneaker Outlet,"Scoor de pareltjes uit voorgaande collecties ??
Geef oude voorraad een tweede kans en scoor jou items tegen hoge kortingen tot wel 75%",Schoenenwinkel,http://Getkicks.nl,Winkelen en mode,address,info@getkicks.nl,+31653608714,5652CM,Eindhoven,Nederland
amsterdam vintage jewels,"Wij van amsterdam vintage jewels verzamelen de mooiste vintage sieraden voor jou! Al onze juwelen zijn authenthiek, stijlvol en zorgvuldig geselecteerd.",Juwelier,http://amsterdamvintagejewels.com,Winkelen en mode,address,info@amsterdamvintagejewels.com,,1013HE,Amsterdam,Nederland
Once We Were Warriors,Official account of ONCE WE WERE WARRIORS. Based in Amsterdam. Our collections have been created for modern warriors around the world who share the Samurai’s ideals.,Streetwearwinkel,http://oncewewerewarriors.com,Winkelen en mode,address,info@o3w.amsterdam,+31 (0) 20 218 41 19,1031 HL,Amsterdam,Nederland
Beachim,"Online Luxury Fashion webshop For Men, Women and Kids from all main international fashion designers, such as: Dsquared2, Philipp Plein, Neil Barrett, Balmain, Lanvin Paris and many more.",Winkelen en mode,http://beachim.nl,Winkelen en mode,address,info@beachim.nl,+31235739489,2042 JD,Zandvoort,Nederland
Lentiamo,"Lentiamo is dé online opticien als het gaat om hoge kwaliteit eyewear en eerlijke prijzen. Op Lentiamo vind je prachtige monturen met high-tech glazen, designer zonnebrillen en contactlenzen.",Contactlenzen leverancier,https://www.lentiamo.nl/,Winkelen en mode,address,info@lentiamo.nl,097-010280949,,,Nederland
Kunstsokken,,Winkel in modeaccessoires,http://kunstsokken.nl,Winkelen en mode,address,contact@kunstsokken.nl,,2625RC,Delft,Nederland
Loopbaannederland.nl ,"Loopbaannederland.nl, opgericht in 2009 door Eric van Schaik, is gespecialiseerd in het matchen van vraag en aanbod voor mensgerichte diensten.
Door ons slimme matchingsysteem maken wij voor u de beste match.",Business to Business-service,http://loopbaannederland.nl,Winkelen en mode,address,info@loopbaannederland.nl,085-3034270,1015AP,Amsterdam,Nederland
FITT Wear,"De juiste sportkleding met een goede pasvorm en die goed blijft zitten en niet doorschijnt heeft een positief effect op jouw zelfvertrouwen, uitstraling en prestaties. Onze ruime ervaring in de kleding en kennis van stoffen en producties, zorgen er voor dat wij vrouwen ons WEL goed, comfortabel en ondersteund voelen tijdens iedere training.",Sportkledingfabrikant,https://fittwear.nl,Winkelen en mode,address,info@fittwear.nl,0765269580,4823AA,Breda,Nederland
Hip-Stoer-Lief,"De leukste (online)  winkel in Kerkdriel speciaal gericht op verzorging en lifestyle-artikelen, baby en kinderkleding van 44 t/m maat 152.",Kledingwinkel,https://Hip-Stoer-Lief.nl,Winkelen en mode,address,klantenservice@hip-stoer-lief.nl,0418-519535,5331AK,Kerkdriel,Nederland
Josephine & Co,The Dutch fashion brand Josephine & Co is established in 1994. The feminine flair that is appending in every collection of Josephine & Co is clearly noticeable by the use of pastel-coloured fabrics with decent details during summer and knitted garments with dark shades in fine quality during winter collections.,Damesmodewinkel,http://josephineco.nl,Winkelen en mode,address,Info@josephineco.nl,020 705 5190,1013AP,Amsterdam,Nederland
Shop4SieradenDoos,Shop4SieradenDoos heeft de grootste online sieradendozen collectie van de BeNeLux. Je dierbare sieraden en accessoires verdienen een mooi plekje!,Sieradenwinkel,http://www.shop4sieradendoos.nl,Winkelen en mode,address,info@shop4sieradendoos.nl,0612448555,5694 NG,Son en Breugel,Nederland
Duca del Cosma,"Enjoy the difference of an Italian designed golf shoe built by skilled European artisans. Maximum panache and technology designed for people passionate about life, on and off the course.",Schoenenwinkel,https://ducadelcosma.com,Winkelen en mode,address,info@ducadelcosma.com, 0031852500010,3621ZA,Breukelen,Nederland
T-shirts.nl,"Wij leveren snel kleding voor promotie, sport, bedrijf en werk.",Textieldrukwinkel,http://www.t-shirts.nl,Winkelen en mode,address,noreply.invitations@trustpilot.com,023 561 75 95,2132 CA,Hoofddorp,
TC WOW,"Een fashionable swimwear merk waarbij alle kenmerken van een vrouw zoals zelfvertrouwen, gevoel voor stijl en vrouwelijkheid naar voren komen. Wij willen een connectie met je maken, je inspireren of je laten wegdromen.

Onze nieuwe collectie is nu verkrijgbaar in de winkel en online. Shop nu!",Badmodewinkel,https://tcwow.com/nl-nl/,Winkelen en mode,address,info@tcwow.nl,0800 8362283,7678VH,Geesteren,Nederland
Sneakin,"We offer the most exclusive products at the best possible price to a loyal community. From Amsterdam, available for the whole world.",Schoenenwinkel,http://www.sneakin.com,Winkelen en mode,address,customerservice@sneakin.com,,,,Nederland
Tweka,"Form, function, fashion & forwardness. Klassieke Tweka styles, uitgesproken grafische motieven en primaire kleuren in combinatie met burgundy en emerald. De Spring/Summer 2018 collectie combineert sportiviteit met old world class.",Badmodewinkel,https://tweka.com/nl-nl/,Winkelen en mode,address,info@tweka.nl,0800 8362283,7678VH,Geesteren,Nederland
shirts.nl,"Shirts.nl is dé webshop voor shirts. Service, kwaliteit en plezier zijn voor ons het allerbelangrijkst en wij werken dan ook hard om te zorgen dat onze klanten dat ook als dusdanig ervaren. Jullie feedback wordt daarom ook enorm gewaardeerd. Houd ons scherp! 

Heb je vragen of opmerkingen? Neem contact met ons op, we helpen je graag.",Herenmode,http://shirts.nl,Winkelen en mode,address,contact@shirts.nl,0548 612 357,7442 DG,Nijverdal,Nederland
Tip de Bruin,"Natuurlijk kent u ons al meer dan 60 jaar van onze uitgebreide collectie smokings, avondkleding en trouwpakken. Maar wist u ook dat wij al jaren de trendsetter zijn in de meest modieuze jassen, sneakers & jeans en meer van alleen de allerbeste labels? ...",Herenmode,http://www.tipdebruin.nl,Winkelen en mode,address,info@tipdebruin.nl,0206249402,1012 MR,Amsterdam,Nederland
MAMALOVES,"MAMALOVES creates personalized jewellery with a unique handwritten engraving. Personal bracelets, necklaces and charms which all tell their own story. A sweet gift for someone else or for yourself, and a beautiful way to carry your loved ones close to you and cherish special moments. The names of your children, your wedding date, a special quote or the initials of your loved one; captured in a meaningful piece of jewellery.",Sieradenwinkel,http://mamaloves.com,Winkelen en mode,address,customerservice@mamaloves.com,+316 20202825,2011 NB,Haarlem,Nederland
Amsterdam Selection,"Amsterdam Selection staat voor uitgesproken, kleurrijke en originele mode voor de eigenzinnige vrouw. Wij selecteren onze producten voor vrouwen die durven te kiezen voor kleur en opvallend design.

Amsterdam Selection voert de volgende merken:
- 4Funky Flavours
- La Pintura
- LaLamour
- Lien & Giel
- Tranquillo
- Urban Hippies
- ZAND Amsterdam",Damesmodewinkel,https://www.amsterdamselection.com,Winkelen en mode,address,hello@amsterdamselection.com,+31639683668,1511HV,Oostzaan,Nederland
Touzani,Hard Grounds,Activewear winkel,https://www.touzani.shop,Winkelen en mode,address,service@touzani.shop,+31(88) 773 64 05,3071 EL,Rotterdam,Nederland
LABFRESH,0% stains. 0% odour. 100% cotton. Designed and made in Europe by Dutch and Danish innovators who aim to change the way men consume fashion. ,Herenmode,http://labfresh.eu,Winkelen en mode,address,hello@labfresh.eu,+31624484688,1013GW,Amsterdam,Nederland
Waardijk Schoenen,"Bekijk het grote assortiment kwaliteitsschoenen bij Waardijk Schoenen online of in onze winkels in Alkmaar en Bloemendaal. De mooiste damesschoenen, herenschoenen en kinderschoenen van de beste merken; o.a. Floris van Bommel, UGG Australia, Mephisto, Timberland, Paul Green, van Lier, Giga, Clic en Red-Rag en pantoffels van Giesswein, Rohde en Romika, Shepherd en UGG ",Schoenenwinkel,https://waardijk.nl,Winkelen en mode,address,administratie@waardijk.nl,072-5114638,1811 JK,Alkmaar,Nederland
Henk ter Horst fashion group,,Kostuumwinkel,https://www.henkterhorst.nl,Winkelen en mode,address,info@henkterhorst.nl,0546-452376,7607CX,Almelo,Nederland
Eline Rosina Jewelry,"Eline Rosina is a Dutch jewelry brand that is all about that luxury feel. We offer a large collection of high quality solid gold and (gold plated) sterling silver jewerly. Founded by and for women, our collection is the perfect balance between on trend styles and timeless staple pieces.",Sieradenwinkel,https://elinerosina.com,Winkelen en mode,address,customerservice@elinerosina.com,,6511 XB,Nijmegen,Nederland
AB Lifestyle,? #ablifestyle ???q and concep???ore loca?ed ?n Doe??nc?e? [wa?er??raa? 7] NL,Streetwearwinkel,http://www.ablifestyle.com,Winkelen en mode,address,,,,,Nederland
DiamondsByMe,DiamondsbyMe is de eerste Nederlandse website waar uzelf uw perfecte sieraad kunt samenstellen. DiamondsbyMe maakt enkel gebruik van de nieuwste technieken in het goudsmidsvak. Hierdoor is het voor u als klant mogelijk om zelf een keuze te maken uit verschillende edelmetalen en edelstenen bij het online samenstellen van een sieraad.,Sieradenwinkel,https://www.diamondsbyme.nl/,Winkelen en mode,address,info@diamondsbyme.nl,010-7470000,3161 EW,Rhoon,Nederland
Otrium,Hundreds of Designer Outlet Stores in one spot.,Modehuis,http://otrium.com,Winkelen en mode,address,,,,Amsterdam,Nederland
zwembroeken.nl,"Op zwembroeken.nl vind je mooie heren zwembroeken van topmerken als O'Neill, Diesel, Speedo, Bjorn Borg, Hugo Boss en Calvin Klein. Gratis verzending op bestellingen van meer dan 35 euro EN voor 22.00 uur besteld, morgen in huis!",Activewear winkel,http://www.zwembroeken.nl,Winkelen en mode,address,contact@zwembroeken.nl,0548612357,7442 DG,Nijverdal,Verenigde Staten
tenCate1952,"Ten Cate is in 1952 opgericht door Loets ten Cate en nog altijd gevestigd in het traditionele hart van de Nederlandse textielindustrie, het Twentse Geesteren.

Naast een vaste Basic collectie presenteert het merk elk jaar twee nieuwe Flash collecties, met de nieuwste kleuren en prints. Ook op het vlak van innovatie blijft ten Cate in beweging. Als pionier van naadloos ondergoed in de jaren ’60 en de ontwikkeling van Certiform in de jaren ’80 heeft ten Cate een naam hoog te houden. Het omarmen van technologie die de draagbaarheid van ons ondergoed verbetert, is ook vandaag de dag een belangrijke pijler van ons succes.",Ondergoedwinkel,https://tencate1952.com/nl-nl/,Winkelen en mode,address,info@tencate1952.com,0800 8362283,7678VH,Geesteren,Nederland
Trendhim,De grootste winkel van Nederland in accessoires en sieraden voor mannen. ,Koffer- en tassenwinkel,https://www.trendhim.nl,Winkelen en mode,address,,085 301 3271,,,Denemarken
XD Design,The Perfect Gift for any Occasion,Koffer- en tassenwinkel,http://xd-design.com,Winkelen en mode,address,contact@xd-design.com,,2288 EK,Rijswijk,Nederland
